Issue ID,Product,Component,Assignee,Status,Resolution,Summary,Changed
42407,Base,code,marc.neumann,CLOSED,FIXED,Link Master / Link Slave "..." buttons don't work in enbedded database form,2006/5/31 14:29
49339,Base,code,marc.neumann,CLOSED,FIXED,Writer used to fail if Base form includes macro and preview mode is "Document",2006/5/31 14:29
32772,gsl,code,ulf.stroehler,CLOSED,FIXED,Strange handling of keyboard utf-8 input,2005/2/4 19:07
78807,Build Tools,configure,rene,CLOSED,FIXED,autodetect JAVA_HOME when java is gij,2007/11/16 15:33
59186,General,ui,thorsten.martens,CLOSED,FIXED,Wrong description in part "Add Commands" of customize toolbar,2006/4/24 11:12
38746,General,ui,wolframgarten,CLOSED,FIXED,Assertion: Property does not match: KeyModifier,2005/2/4 10:49
58366,gsl,code,ulf.stroehler,CLOSED,FIXED,rounding issues with text positions in PDF export,2005/11/28 8:16
47745,Calc,open-import,thomas.klarhoefer,CLOSED,FIXED,Excel chart import: Invisible diagram area loaded as grey,2013/8/7 15:13
93595,Base,ReportBuilder,christoph.lukasiak,CLOSED,FIXED,Grid is not correctly displayed in SRB,2009/4/12 21:22
63800,documentation,Online help,michael.ruess,CLOSED,FIXED,Document: Naming of drawing objects in Writer,2006/8/21 15:37
21174,General,scripting,noel.power,CLOSED,FIXED,Q-PCD Support for binding events to java scripts in forms (Programmability-6 ),2005/3/31 15:36
37342,Base,code,eric.savary,CLOSED,FIXED,Controls in Bibliography use classic look,2006/5/31 14:29
46269,Base,code,marc.neumann,CLOSED,FIXED,"""Error: Window () still in TaskPanelList!"", when closing table design",2006/5/31 14:29
74807,Build Tools,solenv,thb,CLOSED,FIXED,OSX mapfile generation does not seem to be parallel-build safe,2013/8/7 15:34
62761,Build Tools,configure,maho.nakata,CLOSED,FIXED,gjdoc should be detected as JAVADOC at configure stage when building with gcj,2013/8/7 15:34
107619,Calc,editing,issues,RESOLVED,FIXED,Bug in Find & replace with regular expression,2015/10/19 12:49
57022,Draw,code,wolframgarten,CLOSED,FIXED,Object Names not displayed in status bar,2006/5/8 10:29
39428,gsl,code,wolframgarten,CLOSED,FIXED,PDF links exported from Draw do not work.,2005/1/31 9:58
51290,documentation,Online help,uwefis,CLOSED,FIXED,l10n OLH: 2 items in navigation page have not target page,2005/10/12 9:22
31189,Calc,ui,frank,CLOSED,FIXED,Protect Document setting lost on loading in cws OASIS,2013/8/7 15:15
37061,General,ui,eric.savary,CLOSED,FIXED,Localized shortcuts are broken,2005/3/7 23:18
57939,Calc,formatting,frank,CLOSED,FIXED,Line not hidden,2013/8/7 15:14
32567,General,ui,wolframgarten,CLOSED,FIXED,Issue adding anonymous ftp hyperlinks,2005/1/5 11:57
16683,gsl,code,ulf.stroehler,CLOSED,FIXED,User default: Use system font,2004/8/9 15:55
74405,General,ui,thorsten.martens,CLOSED,FIXED,Documenttype is displayed instead of Program-Name on opening OOo-Files from web,2013/8/7 15:31
40702,General,code,thorsten.martens,CLOSED,FIXED,Windows Explorer "Open With" dialog does not close when StarOffice starts,2005/4/15 11:08
53347,Calc,formatting,frank,CLOSED,FIXED,Crash when looking at AutoCorrect in calc,2013/8/7 15:13
44787,documentation,Online help,christoph.lukasiak,CLOSED,FIXED,JDBC Configuration Help,2005/10/17 11:57
37927,Base,code,marc.neumann,CLOSED,FIXED,QueryWizard: The condition field is not filled when leaving the field and the next line is not enabled,2006/5/31 14:29
83250,Calc,code,oc,CLOSED,FIXED,DataPilot: refactor backend data access to use cache table,2013/8/7 15:15
35943,Base,code,marc.neumann,CLOSED,FIXED,[cws dbwizard1] styles in form wizard has wrong name / color,2006/5/31 14:29
32044,General,ui,michael.cziebalski,CLOSED,FIXED,Options menus with bigger first letters don't fit correctly.,2004/10/27 15:47
64768,gsl,code,olaf-openoffice,CLOSED,FIXED,Repaint problem in 'Search for updates..' dialog,2006/5/9 10:49
39320,Draw,save-export,wolframgarten,CLOSED,FIXED,When saving drawning some connectors disappear,2005/2/28 13:45
18970,gsl,code,lars.oppermann,CLOSED,FIXED,remove _exit() in desktop (was: startup notification / exit cleanup problems ...),2005/12/19 13:41
64594,documentation,Online help,berit.bonde,CLOSED,FIXED,DE: "Trusted sources" help page has English strings in German version,2008/5/17 22:58
30033,General,chart,thomas.klarhoefer,CLOSED,FIXED,In 3D area charts the last label of the x-axis is missing,2013/2/24 21:20
2792,gsl,code,ulf.stroehler,CLOSED,FIXED,Add preference option to disable autohinting in antialiasing,2003/3/13 11:10
54824,documentation,templates,gerry,CLOSED,FIXED,Finanacial templates,2006/2/25 13:40
30231,General,ui,thorsten.ziehm,CLOSED,FIXED,Web Wizard: headings of blocks in the dialog are truncated (4 Page 'Layout details'),2004/10/6 16:11
44094,gsl,code,thorsten.martens,CLOSED,FIXED,maximized windows are resized twice,2005/8/30 21:11
26072,App Dev,api,stephan.wunderlich,CLOSED,FIXED,API: sc.ScAccessibleDocument::XAccessibleSelection,2013/2/24 21:07
48568,Calc,ui,frank,CLOSED,FIXED,Formula not rendered correctly after copying/moving cell,2013/8/7 15:15
40254,Base,code,christoph.lukasiak,CLOSED,FIXED,Toolbar names in Base application need some work,2006/5/31 14:29
62742,Draw,open-import,christian.guenther,CLOSED,FIXED,Bitmap object outline appears after loading OOo1.x doc into OOo2.x,2006/5/11 12:53
31221,App Dev,api,mikhail.voytenko,CLOSED,FIXED,XOutputStream::flush() implementation in file UCP,2013/2/24 21:06
52159,documentation,Online help,thomas.klarhoefer,CLOSED,FIXED,DE: english text in extended tooltips for icon "page preview",2005/9/1 14:31
33448,Calc,ui,frank,CLOSED,FIXED,(signed) in title bar even if I've changed the content of a cell,2013/8/7 15:15
25642,App Dev,api,stephan.wunderlich,CLOSED,FIXED,API: i18n.Collator::XCollator::compareString(),2013/2/24 21:07
37708,gsl,code,andreas.treumann,CLOSED,FIXED,DESKTOP_LAUNCH,2006/4/11 7:02
17929,documentation,Online help,joerg.skottke,CLOSED,FIXED,Help on Basic InStr is incorrect,2004/12/8 13:34
30673,Calc,code,oc,CLOSED,FIXED,EXCEL-XML: File not loadable after export / General I/O Error,2013/8/7 15:15
35478,App Dev,api,b.osi.ooo,CLOSED,FIXED,InputBox shows up "Error"-String in Title and as default string,2013/2/24 21:08
39940,General,code,thorsten.martens,CLOSED,FIXED,soffice opens a document when autorecovery dialog starts,2005/4/18 14:06
53238,App Dev,api,jsc,CLOSED,FIXED,fix unintended rebuilds of odk,2013/2/24 21:08
98983,General,code,h.ilter,CLOSED,FIXED,Export as PDF wants to overwrite the odt file,2009/4/24 12:23
36378,Calc,code,frank,CLOSED,FIXED,document protection does not work ...,2013/8/7 15:15
67046,General,ui,b.osi.ooo,CLOSED,FIXED,warnings01: some list's contain just one entry.,2006/8/14 8:10
21568,General,scripting,joerg.skottke,CLOSED,FIXED,documents sometimes not listed in assign macro dialog,2004/6/16 8:35
40028,General,code,frank,CLOSED,FIXED,Digital Signature broken if you sign a document directly after saving or save it through the digital signature dialog if it was a new one.,2005/4/5 18:54
36452,General,ui,Joost.Andrae,CLOSED,FIXED,Cancel button in first CrashReporter dialog is disabled,2010/11/10 17:42
47902,General,ui,ulf.stroehler,CLOSED,FIXED,KDE VCL bug - white text in menu,2005/7/26 11:13
34807,Calc,code,frank,CLOSED,FIXED,Page preview with repeated row headers results in manual breaks every row,2013/8/7 15:15
71558,General,chart,thomas.klarhoefer,CLOSED,FIXED,"new chart: Wizard : Select ""3d"", deselect => the object borders are gone",2013/2/24 21:19
62434,App Dev,sdk,chne,CLOSED,FIXED,Link libsalcpprt.a into C++ executables,2013/2/24 20:55
57349,General,ui,michael.ruess,CLOSED,FIXED,OLE activation problem,2005/11/18 13:41
29308,App Dev,sdk,svante.schubert,CLOSED,FIXED,improve SDK examples to use new UNO features,2013/2/24 20:54
51888,Base,code,marc.neumann,CLOSED,FIXED,cannot open a ordered or filtered database table after renaming it,2006/5/31 14:29
23439,General,code,stephan.wunderlich,CLOSED,FIXED,Farsi should be defined as CTL language,2004/9/10 10:29
80640,General,code,joerg.skottke,CLOSED,FIXED,Enable to close the office safely when Extension Manager is open,2009/3/17 20:31
34803,gsl,code,hdu,CLOSED,FIXED,Possible crash in CUPS support,2004/11/17 10:18
42476,Build Tools,code,olaf-openoffice,CLOSED,FIXED,javaldx fails with JDK 1.3,2005/4/12 16:24
66273,Build Tools,www,stx123,CLOSED,FIXED,IIT is counted for resolved issue,2008/5/17 23:17
34735,Build Tools,autodoc,stephan.bergmann.secondary,CLOSED,FIXED,Deficiencies of autodoc @since handling,2004/12/1 15:47
73407,Draw,editing,wolframgarten,CLOSED,FIXED,breaking metafiles creates non-closed Path objects,2007/1/26 14:13
13331,Calc,code,frank,CLOSED,FIXED,Date field in csv/txt file not imported completely,2013/8/7 15:15
12980,Build Tools,code,quetschke,CLOSED,FIXED,tg_def.mk not W32-tcsh ready,2004/7/6 1:26
12883,App Dev,api,svante.schubert,CLOSED,FIXED,OOBean does not work when the system parent is not known yet,2013/2/24 21:10
94007,gsl,code,awf.aoo,RESOLVED,FIXED,Slideshow crashes on exit (multi-screen),2013/7/10 15:26
39696,Calc,ui,peter.junge,CLOSED,FIXED,FixedText error: calc - insert sheet dialog,2013/8/7 15:15
30229,General,ui,thorsten.ziehm,CLOSED,FIXED,Web Wizard: double spaces in text of 1 dialog (german only),2004/12/3 9:51
41559,Draw,ui,christian.guenther,CLOSED,FIXED,wrong undo when i delete a slide.,2005/4/21 15:56
37262,Draw,ui,wolframgarten,CLOSED,FIXED,7 autoshapes do not show the correct menu,2010/11/10 17:05
57872,General,code,mmeeks,CLOSED,FIXED,built-in quick-starter ...,2007/1/2 12:17
57912,documentation,Online help,thomas.klarhoefer,CLOSED,FIXED,Missing Help for Chart Data Dialog,2006/2/14 15:05
7114,Calc,code,oc,CLOSED,FIXED,Outline symbols view initially turned off in Excel format,2013/8/7 15:14
2576,Calc,code,oc,CLOSED,FIXED,cannot save header and footer margin settings,2003/9/8 16:55
107176,General,ui,stefan.baltzer,CLOSED,FIXED,Feature: Common Find Toolbar,2010/9/29 12:09
38350,Calc,viewing,oc,CLOSED,FIXED,Cell comment box formatting,2013/8/7 15:15
50408,General,ui,thorsten.martens,CLOSED,FIXED,Wrong "Create New Directory" icon used in OO.o File Picker,2005/7/19 12:53
84181,Build Tools,configure,thorsten.martens,CLOSED,FIXED,only check openssl if neon is enabled,2009/5/19 13:05
21955,documentation,Online help,marc.neumann,CLOSED,FIXED,Adabas D Database discussed in Help Contents does not exist?,2004/12/30 11:15
41553,App Dev,sdk,svante.schubert,CLOSED,FIXED,Document basic/text/creating_an_index/index.odt misses button,2013/2/24 20:55
63684,Build Tools,solenv,hans-joachim.lankenau,CLOSED,FIXED,IDLPACKAGENAME is set using $(shell ..),2006/6/16 13:15
46148,General,code,thorsten.martens,CLOSED,FIXED,"If only a draw OR a impress document is open, both applications' settings are available!",2005/11/22 12:46
32194,gsl,code,thorsten.martens,CLOSED,FIXED,Provide gradient for docking area and menubar,2004/12/1 13:52
3946,General,ui,thorsten.martens,CLOSED,FIXED,Document path/name field inconsistently displays spaces,2003/5/20 16:33
19890,App Dev,api,stephan.wunderlich,CLOSED,FIXED,Example won't work in "Setting the Chart Type",2013/2/24 21:07
42815,Calc,ui,wolframgarten,CLOSED,FIXED,Drawing Layer in Spreadsheet work incorrect.,2013/8/7 15:15
39326,Base,code,marc.neumann,CLOSED,FIXED,Database wizard use wrong file type for spreadsheets datasources,2010/11/10 16:37
71889,General,ui,thorsten.martens,CLOSED,FIXED,Open document from website,2009/4/28 9:45
33769,documentation,Online help,thomas.klarhoefer,CLOSED,FIXED,Error in Calc Error Code 523 Explanation,2004/12/7 9:22
29478,Base,code,marc.neumann,CLOSED,FIXED,content of URL field disappear when leave the field,2006/5/31 14:29
44354,Base,code,marc.neumann,CLOSED,FIXED,Make Database component aware of UTF-8 Character Set,2006/8/23 14:01
58717,App Dev,sdk,jsc,CLOSED,FIXED,use a unique div name in style definitions,2013/2/24 20:54
53059,General,chart,bjoern.milcke,CLOSED,FIXED,Double accelerator keys in sch/source/ui/app/menuids_tmpl.src,2013/2/24 21:19
27407,Calc,ui,oc,CLOSED,FIXED,Save default row format to decrease Excel file size,2013/8/7 15:15
32783,Build Tools,code,nospam,CLOSED,FIXED,euro converter: selection of single file fails,2005/2/9 13:00
42510,Calc,code,frank,CLOSED,FIXED,Formatted Note Text does not appear in OOo1.x,2013/8/7 15:14
27072,Base,code,marc.neumann,CLOSED,FIXED,Typing in form highlights and then loses data,2006/5/31 14:29
78222,Base,code,ocke.janssen,CLOSED,FIXED,Wrong using,2007/8/1 10:28
34583,Base,code,marc.neumann,CLOSED,FIXED,menu item AddTable is missing in relation design,2006/5/31 14:29
55926,Calc,open-import,frank,CLOSED,FIXED,Unnecessary CompileNameFormula/CompileDBFormula calls when loading files,2013/8/7 15:13
55200,General,chart,peter.junge,CLOSED,FIXED,new Chart: missinh helpID - Insert Data Labels,2013/2/24 21:18
35497,General,ui,michael.ruess,CLOSED,FIXED,MAth object created from formula code initially has wrong size,2005/2/2 18:05
22891,App Dev,api,chne,CLOSED,FIXED,API: sd.SdUnoPresView::PreviewView,2013/2/24 21:08
36554,General,code,kai.sommerfeld,CLOSED,FIXED,Problems with css.frame.GlobalEventBroadcaster,2004/11/16 12:26
46950,Calc,code,frank,CLOSED,FIXED,Error in MATCH function with Type=-1,2013/8/7 15:15
73081,Build Tools,code,vladimir.glazounov,CLOSED,FIXED,makedepend's complexity grows terribly with number of files,2009/7/20 14:55
29534,Draw,ui,sven.jacobi,CLOSED,FIXED,PDF filter needs to access the GFXLink of the Graphic object,2005/2/25 12:55
62045,Calc,editing,oc,CLOSED,FIXED,Cell gets blank,2013/8/7 15:13
43121,Calc,code,oc,CLOSED,FIXED,DBMAX - Problems with negativ Numbers,2013/8/7 15:15
40377,Base,code,marc.neumann,CLOSED,FIXED,"[CWS dba22] ERROR: svx/source/unodraw/unoshap2.cxx, line 954: (null)",2006/5/31 14:29
90310,gsl,code,wolframgarten,CLOSED,FIXED,Aqua: crash in AquaSalGraphics::copyBits(),2008/6/21 15:07
30858,gsl,code,eric.savary,CLOSED,FIXED,Wrong icon visible for Basic breakpoint in small/high contrast mode,2004/9/1 13:56
42698,General,ui,oc,CLOSED,FIXED,Insert PIcture dialog box is labeled insert graphics,2005/3/10 16:26
46768,Base,code,chne,CLOSED,FIXED,API: provide convenient access to the DataSource.Info property,2006/11/1 19:28
69867,Build Tools,solenv,hans-joachim.lankenau,CLOSED,FIXED,switch to dmake 4.6 usage in SO environment,2013/8/7 15:34
32369,General,code,stefan.baltzer,CLOSED,FIXED,New Spellchecker deletes sentence if first word is corrected,2005/1/28 16:35
58184,Base,code,marc.neumann,CLOSED,FIXED,Default value of zero and relation with delete causes the database to fail.,2006/5/31 14:29
11933,Base,code,frank.schoenheit,CLOSED,FIXED,testing - sorry for the spam,2006/5/31 14:29
2822,App Dev,api,michael.ruess,CLOSED,FIXED,Open Office Components as OLE Ojects,2013/2/24 21:08
63931,Calc,ui,frank,CLOSED,FIXED,Mediaplayback toolbar should disappear if Media object is deselected,2013/8/7 15:14
44713,General,code,chne,CLOSED,FIXED,ProtocolHandler cache should recognize configuration changes on demand,2005/4/1 7:10
32958,General,ui,michael.cziebalski,CLOSED,FIXED,File-Open-Dialog: arrow-down-key shows the last opened file name in Uppercase,2005/2/2 12:15
51535,Base,code,marc.neumann,CLOSED,FIXED,Integrate the final version of hsqldb -> 1.8.0.0,2006/5/31 14:29
30395,Base,code,marc.neumann,CLOSED,FIXED,[cws insight01] ERROR: not able to store alien attributes,2006/5/31 14:29
20088,Base,code,marc.neumann,CLOSED,FIXED,Does Not Detect Mozilla Thunderbird Address Book,2006/5/31 14:29
33584,Calc,ui,frank,CLOSED,FIXED,Trusted Path could not be removed,2013/8/7 15:15
57918,Draw,ui,wolframgarten,CLOSED,FIXED,"ZoomText and Jaws do not read selection in slide browser, sorter",2006/1/25 16:00
33255,General,ui,olaf-openoffice,CLOSED,FIXED,Provide wizard for First Start-Up and User Data Migration,2005/3/9 14:14
2547,General,ui,bettina.haberer,CLOSED,FIXED,Make mouse buttons configurable like keys,2008/5/17 23:07
113583,Base,ReportBuilder,marc.neumann,CLOSED,FIXED,Report builder not save changes or cause OOo crash,2010/10/15 13:34
29203,Calc,ui,oc,CLOSED,FIXED,datapilot dialog has shareware style look,2013/8/7 15:15
43469,Draw,ui,wolframgarten,CLOSED,FIXED,"Wrong entries in conext menu, missing in impress",2005/3/30 11:45
32508,General,ui,eric.savary,CLOSED,FIXED,missing big size icon for underline,2005/2/18 14:01
47321,Base,code,marc.neumann,CLOSED,FIXED,cannot change existing column to be a primary key in bugdoc (HSQLDB),2006/5/31 14:29
20214,documentation,How To,thomas.klarhoefer,CLOSED,FIXED,Help text of spreadsheet for editing hyperlinks comes from wordprocessor,2004/12/6 12:19
27461,Draw,ui,christian.guenther,CLOSED,FIXED,I can't change the slide name with 'rename' in the context menu of the marker tab.,2004/9/1 9:57
38019,documentation,Online help,h.ilter,CLOSED,FIXED,Templates and Styles help shipped with 1.9.62,2005/2/1 13:11
63726,General,chart,thomas.klarhoefer,CLOSED,FIXED,Chart: Bar-Chart with Empty NumberFormat -> Memory Corruption,2013/2/24 21:21
50777,General,chart,bjoern.milcke,CLOSED,FIXED,leak fix ...,2013/2/24 21:21
52572,gsl,code,h.ilter,CLOSED,FIXED,PDF Export creates incorrect structure,2005/11/8 15:02
100944,General,code,frank.schoenheit,RESOLVED,FIXED,Crash after exporting to Excel,2009/6/23 14:00
26882,General,code,thorsten.martens,CLOSED,FIXED,user/config/soffice.cfg/soffice.cfg file is generated,2004/12/3 10:56
30908,Calc,ui,oc,CLOSED,FIXED,Dropdown button of list validity wrong in merged cells,2013/8/7 15:15
20181,Calc,ui,nesshof,CLOSED,FIXED,Provide temporary fix for comma / dot on Keypad,2013/8/7 15:13
42522,Base,code,christoph.lukasiak,CLOSED,FIXED,Query Design View - rearranges/loses order by statements,2006/5/31 14:29
37377,documentation,Online help,h.ilter,CLOSED,FIXED,main_transform uses wrong parameter $module instead of $Database,2004/12/22 15:33
36894,General,code,caolanm,CLOSED,FIXED,portuguese strings in treeopt.srs out of sync,2005/5/30 9:04
76635,Draw,code,clippka,CLOSED,FIXED,Impress crashes on exit.,2007/8/7 12:33
62919,gsl,code,stefan.baltzer,CLOSED,FIXED,Problem in justification of CTL text,2006/5/19 15:41
40986,General,code,thorsten.martens,CLOSED,FIXED,crash in autocompletion of URL Box and FileOpenDialog,2005/2/1 9:54
47262,Calc,formatting,oc,CLOSED,FIXED,Excel import: Number format using group separator imported wrong,2013/8/7 15:13
22912,General,chart,thomas.klarhoefer,CLOSED,FIXED,The redo shortcut key is not working when using charts,2013/2/24 21:21
37394,Draw,viewing,wolframgarten,CLOSED,FIXED,Moving SdrObject from invisible to visible does not repaint,2005/1/5 10:28
33265,gsl,code,ulf.stroehler,CLOSED,FIXED,GlyphFallback on PDF export with hebrew glyphs from Type1 fonts not working. WAS:[Reversed parethesis when exporting Hebrew documents with Type1 fonts to PDF],2005/3/1 11:35
61055,Draw,ui,wolframgarten,CLOSED,FIXED,SHIFT+CTRL+Klick to copy custom shapes does not  work,2006/3/15 14:20
53651,General,ui,michael.ruess,CLOSED,FIXED,Writer & Math as OLE server in 3rd party apps is initially a grey window,2010/11/10 15:55
40008,gsl,code,thorsten.martens,CLOSED,FIXED,toolbars vanishing off the screen,2005/5/12 14:56
49257,documentation,Online help,thomas.klarhoefer,CLOSED,FIXED,pkgchk vs unopkg,2005/11/8 16:03
91243,General,spell checking,stefan.baltzer,CLOSED,FIXED,Integrate Vietnamese spellchecker into application,2013/2/24 20:43
30904,Draw,code,wolframgarten,CLOSED,FIXED,View/slide cannot be unchecked,2004/9/17 12:27
35742,Build Tools,code,vladimir.glazounov,CLOSED,FIXED,build conditionals ...,2005/8/10 14:19
70131,General,code,olaf-openoffice,CLOSED,FIXED,Online Update notification icon (ouni) not in active window,2007/2/2 11:20
58181,Build Tools,code,kai,CLOSED,FIXED,error making bf_sch680mi.dll,2013/8/7 15:34
11856,General,code,michael.ruess,CLOSED,FIXED,thesaurus and unbreakable spaces,2003/5/11 12:47
70361,gsl,code,eric.savary,CLOSED,FIXED,gnome file chooser dialog not accessible,2006/11/30 9:49
60306,App Dev,scripting,joerg.skottke,CLOSED,FIXED,ScriptProvider: Methods of Basic module cannot be retrieved,2013/2/24 21:00
43196,Base,code,marc.neumann,CLOSED,FIXED,"In Report Wizard, using ""Modify Report"" in step 6 loses all images",2006/5/31 14:29
39134,Base,code,marc.neumann,CLOSED,FIXED,form design: new form controls always inserted into top level form,2006/5/31 14:29
55215,General,code,jogi,CLOSED,FIXED,Binary filter seem to be not in pack set,2005/10/28 8:12
51673,gsl,code,Joost.Andrae,CLOSED,FIXED,printing doesn't check the return value from cups or lpr to see if printing suceeded,2005/10/25 10:01
86352,General,code,h.ilter,CLOSED,FIXED,Add options button from print dialog to printer setup dialog,2008/9/9 15:55
29298,General,code,frank,CLOSED,FIXED,Implement Paint Brush Feature for Calc,2004/8/12 9:47
62026,Calc,open-import,oc,CLOSED,FIXED,StarCalc 5.0: wrong formattig of DATE/TIME/PERCENT-values,2013/8/7 15:13
36540,App Dev,api,chne,CLOSED,FIXED,API: dbaccess.ODatasourceBrowser::com::sun::star::frame::XDispatchProvider,2013/2/24 21:09
35090,Build Tools,code,helge.delfs,CLOSED,FIXED,GetPos of object returns overflow,2006/7/24 10:01
10759,Base,code,marc.neumann,CLOSED,FIXED,uno:AbsoluteRecord function jumps to number minus one,2006/5/31 14:29
32593,Calc,ui,michael.ruess,CLOSED,FIXED,Caret is displayed horizontally in spite of vertical writing is off in a cell,2013/8/7 15:15
39972,General,code,thorsten.martens,CLOSED,FIXED,Drawing Toolbar shouldn't always dock at the bottom.,2005/4/14 13:15
35563,gsl,code,thorsten.martens,CLOSED,FIXED,tristate confusion ...,2005/7/21 14:17
77142,Base,code,marc.neumann,CLOSED,FIXED,RPT : D&D from add field dialog to sorting&grouping not possible,2008/1/29 4:48
20815,Base,code,marc.neumann,CLOSED,FIXED,form wizard save in doc format when default file format changed to doc,2006/5/31 14:29
30131,documentation,Online help,andreas.bille,CLOSED,FIXED,wrong encoding of (German) Help with eastern-asian language-support enabled [Kodierung der Hilfedateien defekt bei aktivierter asiatischer Sprachunterstützung],2006/2/7 14:29
39706,documentation,Online help,pavel,CLOSED,FIXED,Insert - Graphic - From File vs. Insert - Picture - From File,2005/4/10 21:06
58662,General,spell checking,ingo.schmidt-rosbiegal,CLOSED,FIXED,patch for scp2 is missing,2013/2/24 20:42
19510,App Dev,api,uwe.luebbers,CLOSED,FIXED,api call exited abnormally,2013/2/24 21:06
64689,General,chart,thomas.klarhoefer,CLOSED,FIXED,Bubble chart,2013/2/24 21:20
33052,Calc,ui,frank,CLOSED,FIXED,Recommend password protection doesn't work,2013/8/7 15:15
886,gsl,code,frank.schoenheit,CLOSED,FIXED,Crash while switching off design mode on forms,2003/12/6 14:52
26836,Calc,code,frank,CLOSED,FIXED,Precision Problem in OOo 1.1.0 Calc (NORMINV),2013/8/7 15:13
43521,General,ui,oc,CLOSED,FIXED,Wrong background for preview control,2005/4/6 12:00
43473,Draw,ui,wolframgarten,CLOSED,FIXED,Crash of 1.1.4 when copying object from 2.0 to 1.1.4,2010/11/11 0:09
77268,Base,code,marc.neumann,CLOSED,FIXED,RPT: better visualization for label fields,2007/9/27 5:16
40501,Base,code,christoph.lukasiak,CLOSED,FIXED,Scrollbar breaks in table wizard in special case,2006/5/31 14:29
51995,gsl,code,philipp.lohmann,CLOSED,FIXED,Incorrectly repeated "ActualText" tag information output with PDF.,2005/10/4 14:27
91642,General,code,joachim.lingner,CLOSED,FIXED,Localize error string,2009/3/31 15:09
34745,General,ui,michael.cziebalski,CLOSED,FIXED,Customize Toolbox: "Text Only"/"Icon & Text" settings get lost,2004/12/17 15:11
18664,gsl,code,ulf.stroehler,CLOSED,FIXED,Whole texts look moving up in Grid Text with Asymmetric DPI,2004/1/29 16:07
36541,Calc,code,oc,CLOSED,FIXED,Concat operator ("&") does not work with matrix functions,2013/8/7 15:15
37327,Base,code,marc.neumann,CLOSED,FIXED,DB: Form design enhancements,2006/5/31 14:29
21611,App Dev,api,stephan.wunderlich,CLOSED,FIXED,Q-PCD Programmability-8 (OOoBean) (OOo 2.0 parts),2013/2/24 21:08
60510,Calc,open-import,oc,CLOSED,FIXED,Excel import: Crash or out of memory,2013/8/7 15:13
55902,App Dev,api,Mathias_Bauer,CLOSED,FIXED,missing EventSource for PropertyChange notifications on Frame service,2013/2/24 21:09
40352,General,chart,thomas.klarhoefer,CLOSED,FIXED,Missing Name of Toolbar,2013/2/24 21:19
49611,documentation,Online help,christoph.lukasiak,CLOSED,FIXED,Tools - Data sources ?,2005/10/17 11:40
36084,Base,code,marc.neumann,CLOSED,FIXED,grammatically incorrect german error message in database properties dialog,2006/5/31 14:29
28834,Calc,code,peter.junge,CLOSED,FIXED,Reduce memory consumption of increased row limit,2013/8/7 15:15
40502,gsl,code,joerg.skottke,CLOSED,FIXED,Printing of  aBasic Macro does not work,2005/4/8 10:48
59328,Calc,open-import,frank,CLOSED,FIXED,Calc loops trying to import invalid ODS,2013/8/7 15:14
46093,gsl,code,h.ilter,CLOSED,FIXED,[regr] incorrect printout for #10 Envelope orientation vertical right aligned,2005/7/22 14:03
67012,Base,code,berend.cornelius,CLOSED,FIXED,[RFE] report wizard should respect formatting of the table/query columns,2007/4/17 16:51
20360,General,code,thorsten.martens,CLOSED,FIXED,Q-PCD GnomeIntegration-10: support for gnomevfs protocols,2004/11/29 14:41
15851,Base,code,christoph.lukasiak,CLOSED,FIXED,field format coding not working in flat-import from text files,2006/5/31 14:29
60882,General,ui,thorsten.martens,CLOSED,FIXED,Floating toolbars should remember position even when ouside the document window,2006/3/15 2:26
11746,Base,code,christoph.lukasiak,CLOSED,FIXED,numeric(n)  data from jdbc/oracle rendered as currency and not as number,2008/5/21 10:49
107032,extensions,www,b.osi.ooo,CLOSED,FIXED,Extensions can't be installed after download with IE 6 or higher,2010/2/8 17:33
43561,App Dev,api,chne,CLOSED,FIXED,unquoted C# directory name breaks builds,2013/2/24 21:07
47296,Calc,editing,frank,CLOSED,FIXED,HYPGEOMDIST function: error with big input values,2013/8/7 15:13
38903,Base,code,marc.neumann,CLOSED,FIXED,open formular in design view doesn't switch on the grid,2006/5/31 14:29
86904,gsl,code,hans-joachim.lankenau,CLOSED,FIXED,DEV300_m2: start center with Sun logo,2008/5/6 18:39
34740,Draw,ui,Armin.Le.Grand,CLOSED,FIXED,Preview in format/line/line styles does not work anymore,2004/11/16 11:12
31887,General,code,thorsten.martens,CLOSED,FIXED,Viewer toolbars are not available anymore. Used by plugin and ActiveX control,2010/10/23 15:35
40126,Calc,open-import,oc,CLOSED,FIXED,Assertion "Persist name changed" when loading OLE objects in Excel files,2013/8/7 15:15
20321,General,chart,thomas.klarhoefer,CLOSED,FIXED,offer exploded 3D Pies (segment Offset for 3D Pies),2013/2/24 21:20
6232,Calc,code,niklas.nebel,CLOSED,FIXED,Deleted heets keep re-appering when chosing page-format,2013/8/7 15:14
53027,General,ui,christian.guenther,CLOSED,FIXED,Templates: Asian filenames in pt_BR version,2005/10/17 18:14
3624,Calc,code,oc,CLOSED,FIXED,A bug about copy html contents then paste to SC,2003/9/8 16:55
73601,General,code,Joost.Andrae,CLOSED,FIXED,crash reporter: "feedback=false" always active,2007/2/5 13:34
39612,General,ui,andreas.treumann,CLOSED,FIXED,single click on combo buttons,2005/5/4 9:29
37461,gsl,code,thorsten.martens,CLOSED,FIXED,Undocking of vertical toolbars changes toolbar layout,2005/4/14 11:26
